2022-11-07 12:14:00 startup archives unpack
2022-11-07 12:26:39 status unpacked libxslt1.1:amd64 1.1.29-5ubuntu0.3
2022-11-07 12:26:39 startup packages configure
2022-11-07 12:26:39 configure libxslt1.1:amd64 1.1.29-5ubuntu0.3 <none>
2022-11-07 12:26:39 status unpacked libxslt1.1:amd64 1.1.29-5ubuntu0.3
2022-11-07 12:26:39 status half-configured libxslt1.1:amd64 1.1.29-5ubuntu0.3
2022-11-07 12:26:39 status installed libxslt1.1:amd64 1.1.29-5ubuntu0.3
2022-11-07 12:26:39 trigproc libc-bin:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:26:39 status half-configured libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:26:39 status installed libc-bin:amd64 2.27-3ubuntu1.5
2022-11-07 12:26:43 startup archives unpack
2022-11-07 12:26:43 upgrade locales:all 2.27-3ubuntu1.4 2.27-3ubuntu1.5
2022-11-07 12:26:43 status half-configured locales:all 2.27-3ubuntu1.4
2022-11-07 12:26:43 status unpacked locales:all 2.27-3ubuntu1.4
2022-11-07 12:26:43 status half-installed locales:all 2.27-3ubuntu1.4
2022-11-07 12:26:44 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:26:44 status half-installed locales:all 2.27-3ubuntu1.4
2022-11-07 12:26:44 status unpacked locales:all 2.27-3ubuntu1.5
2022-11-07 12:26:44 status unpacked locales:all 2.27-3ubuntu1.5
2022-11-07 12:26:44 startup packages configure
2022-11-07 12:26:44 configure locales:all 2.27-3ubuntu1.5 <none>
2022-11-07 12:26:44 status unpacked locales:all 2.27-3ubuntu1.5
2022-11-07 12:26:44 status unpacked locales:all 2.27-3ubuntu1.5
2022-11-07 12:26:44 status half-configured locales:all 2.27-3ubuntu1.5
2022-11-07 12:26:54 status installed locales:all 2.27-3ubuntu1.5
2022-11-07 12:26:54 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:26:54 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:26:55 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:26:59 startup archives unpack
2022-11-07 12:26:59 upgrade login:amd64 1:4.5-1ubuntu2 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status half-configured login:amd64 1:4.5-1ubuntu2
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2
2022-11-07 12:26:59 status half-installed login:amd64 1:4.5-1ubuntu2
2022-11-07 12:26:59 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:26:59 status half-installed login:amd64 1:4.5-1ubuntu2
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 startup packages configure
2022-11-07 12:26:59 configure login:amd64 1:4.5-1ubuntu2.2 <none>
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status unpacked login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status half-configured login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 status installed login:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:26:59 startup packages configure
2022-11-07 12:26:59 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:26:59 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:02 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:06 startup archives unpack
2022-11-07 12:27:06 upgrade multiarch-support:amd64 2.27-3ubuntu1.4 2.27-3ubuntu1.5
2022-11-07 12:27:06 status half-configured multiarch-support:amd64 2.27-3ubuntu1.4
2022-11-07 12:27:06 status unpacked multiarch-support:amd64 2.27-3ubuntu1.4
2022-11-07 12:27:06 status half-installed multiarch-support:amd64 2.27-3ubuntu1.4
2022-11-07 12:27:06 status half-installed multiarch-support:amd64 2.27-3ubuntu1.4
2022-11-07 12:27:06 status unpacked multiarch-support:amd64 2.27-3ubuntu1.5
2022-11-07 12:27:06 status unpacked multiarch-support:amd64 2.27-3ubuntu1.5
2022-11-07 12:27:06 startup packages configure
2022-11-07 12:27:06 configure multiarch-support:amd64 2.27-3ubuntu1.5 <none>
2022-11-07 12:27:06 status unpacked multiarch-support:amd64 2.27-3ubuntu1.5
2022-11-07 12:27:06 status half-configured multiarch-support:amd64 2.27-3ubuntu1.5
2022-11-07 12:27:06 status installed multiarch-support:amd64 2.27-3ubuntu1.5
2022-11-07 12:27:10 startup archives unpack
2022-11-07 12:27:10 upgrade networkd-dispatcher:all 1.7-0ubuntu3.3 1.7-0ubuntu3.5
2022-11-07 12:27:10 status half-configured networkd-dispatcher:all 1.7-0ubuntu3.3
2022-11-07 12:27:10 status unpacked networkd-dispatcher:all 1.7-0ubuntu3.3
2022-11-07 12:27:10 status half-installed networkd-dispatcher:all 1.7-0ubuntu3.3
2022-11-07 12:27:10 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:10 status half-installed networkd-dispatcher:all 1.7-0ubuntu3.3
2022-11-07 12:27:10 status unpacked networkd-dispatcher:all 1.7-0ubuntu3.5
2022-11-07 12:27:10 status unpacked networkd-dispatcher:all 1.7-0ubuntu3.5
2022-11-07 12:27:10 startup packages configure
2022-11-07 12:27:10 configure networkd-dispatcher:all 1.7-0ubuntu3.5 <none>
2022-11-07 12:27:10 status unpacked networkd-dispatcher:all 1.7-0ubuntu3.5
2022-11-07 12:27:10 status unpacked networkd-dispatcher:all 1.7-0ubuntu3.5
2022-11-07 12:27:10 status half-configured networkd-dispatcher:all 1.7-0ubuntu3.5
2022-11-07 12:27:11 status installed networkd-dispatcher:all 1.7-0ubuntu3.5
2022-11-07 12:27:11 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:27:11 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:12 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:16 startup archives unpack
2022-11-07 12:27:16 upgrade openssh-client:amd64 1:7.6p1-4ubuntu0.3 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 status half-configured openssh-client:amd64 1:7.6p1-4ubuntu0.3
2022-11-07 12:27:16 status unpacked openssh-client:amd64 1:7.6p1-4ubuntu0.3
2022-11-07 12:27:16 status half-installed openssh-client:amd64 1:7.6p1-4ubuntu0.3
2022-11-07 12:27:16 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:16 status half-installed openssh-client:amd64 1:7.6p1-4ubuntu0.3
2022-11-07 12:27:16 status unpacked openssh-client:amd64 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 status unpacked openssh-client:amd64 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 startup packages configure
2022-11-07 12:27:16 configure openssh-client:amd64 1:7.6p1-4ubuntu0.5 <none>
2022-11-07 12:27:16 status unpacked openssh-client:amd64 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 status unpacked openssh-client:amd64 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 status unpacked openssh-client:amd64 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 status half-configured openssh-client:amd64 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 status installed openssh-client:amd64 1:7.6p1-4ubuntu0.5
2022-11-07 12:27:16 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:27:16 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:18 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:22 startup archives unpack
2022-11-07 12:27:22 upgrade openssl:amd64 1.1.1-1ubuntu2.1~18.04.8 1.1.1-1ubuntu2.1~18.04.20
2022-11-07 12:27:22 status half-configured openssl:amd64 1.1.1-1ubuntu2.1~18.04.8
2022-11-07 12:27:22 status unpacked openssl:amd64 1.1.1-1ubuntu2.1~18.04.8
2022-11-07 12:27:22 status half-installed openssl:amd64 1.1.1-1ubuntu2.1~18.04.8
2022-11-07 12:27:22 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:22 status half-installed openssl:amd64 1.1.1-1ubuntu2.1~18.04.8
2022-11-07 12:27:22 status unpacked openssl:amd64 1.1.1-1ubuntu2.1~18.04.20
2022-11-07 12:27:22 status unpacked openssl:amd64 1.1.1-1ubuntu2.1~18.04.20
2022-11-07 12:27:22 startup packages configure
2022-11-07 12:27:22 configure openssl:amd64 1.1.1-1ubuntu2.1~18.04.20 <none>
2022-11-07 12:27:22 status unpacked openssl:amd64 1.1.1-1ubuntu2.1~18.04.20
2022-11-07 12:27:22 status unpacked openssl:amd64 1.1.1-1ubuntu2.1~18.04.20
2022-11-07 12:27:22 status half-configured openssl:amd64 1.1.1-1ubuntu2.1~18.04.20
2022-11-07 12:27:22 status installed openssl:amd64 1.1.1-1ubuntu2.1~18.04.20
2022-11-07 12:27:22 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:27:22 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:24 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:28 startup archives unpack
2022-11-07 12:27:28 upgrade passwd:amd64 1:4.5-1ubuntu2 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status half-configured passwd:amd64 1:4.5-1ubuntu2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2
2022-11-07 12:27:28 status half-installed passwd:amd64 1:4.5-1ubuntu2
2022-11-07 12:27:28 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:28 status half-installed passwd:amd64 1:4.5-1ubuntu2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 startup packages configure
2022-11-07 12:27:28 configure passwd:amd64 1:4.5-1ubuntu2.2 <none>
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status unpacked passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status half-configured passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 status installed passwd:amd64 1:4.5-1ubuntu2.2
2022-11-07 12:27:28 startup packages configure
2022-11-07 12:27:28 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:27:28 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:33 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:36 startup archives unpack
2022-11-07 12:27:37 upgrade perl-modules-5.26:all 5.26.1-6ubuntu0.5 5.26.1-6ubuntu0.6
2022-11-07 12:27:37 status half-configured perl-modules-5.26:all 5.26.1-6ubuntu0.5
2022-11-07 12:27:37 status unpacked perl-modules-5.26:all 5.26.1-6ubuntu0.5
2022-11-07 12:27:37 status half-installed perl-modules-5.26:all 5.26.1-6ubuntu0.5
2022-11-07 12:27:38 status half-installed perl-modules-5.26:all 5.26.1-6ubuntu0.5
2022-11-07 12:27:38 status unpacked perl-modules-5.26:all 5.26.1-6ubuntu0.6
2022-11-07 12:27:38 status unpacked perl-modules-5.26:all 5.26.1-6ubuntu0.6
2022-11-07 12:27:38 startup packages configure
2022-11-07 12:27:38 configure perl-modules-5.26:all 5.26.1-6ubuntu0.6 <none>
2022-11-07 12:27:38 status unpacked perl-modules-5.26:all 5.26.1-6ubuntu0.6
2022-11-07 12:27:38 status half-configured perl-modules-5.26:all 5.26.1-6ubuntu0.6
2022-11-07 12:27:39 status installed perl-modules-5.26:all 5.26.1-6ubuntu0.6
2022-11-07 12:27:42 startup archives unpack
2022-11-07 12:27:42 upgrade python3-apport:all 2.20.9-0ubuntu7.23 2.20.9-0ubuntu7.28
2022-11-07 12:27:42 status half-configured python3-apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:43 status unpacked python3-apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:43 status half-installed python3-apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:43 status half-installed python3-apport:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:43 status unpacked python3-apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:43 status unpacked python3-apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:43 startup packages configure
2022-11-07 12:27:43 configure python3-apport:all 2.20.9-0ubuntu7.28 <none>
2022-11-07 12:27:43 status unpacked python3-apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:43 status half-configured python3-apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:43 status installed python3-apport:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:47 startup archives unpack
2022-11-07 12:27:47 upgrade python3-mako:all 1.0.7+ds1-1 1.0.7+ds1-1ubuntu0.2
2022-11-07 12:27:47 status half-configured python3-mako:all 1.0.7+ds1-1
2022-11-07 12:27:47 status unpacked python3-mako:all 1.0.7+ds1-1
2022-11-07 12:27:47 status half-installed python3-mako:all 1.0.7+ds1-1
2022-11-07 12:27:47 status half-installed python3-mako:all 1.0.7+ds1-1
2022-11-07 12:27:47 status unpacked python3-mako:all 1.0.7+ds1-1ubuntu0.2
2022-11-07 12:27:47 status unpacked python3-mako:all 1.0.7+ds1-1ubuntu0.2
2022-11-07 12:27:47 startup packages configure
2022-11-07 12:27:47 configure python3-mako:all 1.0.7+ds1-1ubuntu0.2 <none>
2022-11-07 12:27:47 status unpacked python3-mako:all 1.0.7+ds1-1ubuntu0.2
2022-11-07 12:27:47 status half-configured python3-mako:all 1.0.7+ds1-1ubuntu0.2
2022-11-07 12:27:47 status installed python3-mako:all 1.0.7+ds1-1ubuntu0.2
2022-11-07 12:27:51 startup archives unpack
2022-11-07 12:27:51 upgrade python3-problem-report:all 2.20.9-0ubuntu7.23 2.20.9-0ubuntu7.28
2022-11-07 12:27:51 status half-configured python3-problem-report:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:51 status unpacked python3-problem-report:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:51 status half-installed python3-problem-report:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:51 status half-installed python3-problem-report:all 2.20.9-0ubuntu7.23
2022-11-07 12:27:51 status unpacked python3-problem-report:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:51 status unpacked python3-problem-report:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:51 startup packages configure
2022-11-07 12:27:51 configure python3-problem-report:all 2.20.9-0ubuntu7.28 <none>
2022-11-07 12:27:51 status unpacked python3-problem-report:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:51 status half-configured python3-problem-report:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:51 status installed python3-problem-report:all 2.20.9-0ubuntu7.28
2022-11-07 12:27:55 startup archives unpack
2022-11-07 12:27:55 upgrade qpdf:amd64 8.0.2-3 8.0.2-3ubuntu0.1
2022-11-07 12:27:55 status half-configured qpdf:amd64 8.0.2-3
2022-11-07 12:27:55 status unpacked qpdf:amd64 8.0.2-3
2022-11-07 12:27:55 status half-installed qpdf:amd64 8.0.2-3
2022-11-07 12:27:55 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:55 status half-installed qpdf:amd64 8.0.2-3
2022-11-07 12:27:55 status unpacked qpdf:amd64 8.0.2-3ubuntu0.1
2022-11-07 12:27:55 status unpacked qpdf:amd64 8.0.2-3ubuntu0.1
2022-11-07 12:27:55 startup packages configure
2022-11-07 12:27:55 configure qpdf:amd64 8.0.2-3ubuntu0.1 <none>
2022-11-07 12:27:55 status unpacked qpdf:amd64 8.0.2-3ubuntu0.1
2022-11-07 12:27:55 status half-configured qpdf:amd64 8.0.2-3ubuntu0.1
2022-11-07 12:27:55 status installed qpdf:amd64 8.0.2-3ubuntu0.1
2022-11-07 12:27:55 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:27:55 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:27:56 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:00 startup archives unpack
2022-11-07 12:28:00 upgrade rsync:amd64 3.1.2-2.1ubuntu1.1 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:00 status half-configured rsync:amd64 3.1.2-2.1ubuntu1.1
2022-11-07 12:28:00 status unpacked rsync:amd64 3.1.2-2.1ubuntu1.1
2022-11-07 12:28:00 status half-installed rsync:amd64 3.1.2-2.1ubuntu1.1
2022-11-07 12:28:00 status triggers-pending systemd:amd64 237-3ubuntu10.45
2022-11-07 12:28:00 status triggers-pending ureadahead:amd64 0.100.0-21
2022-11-07 12:28:00 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:01 status half-installed rsync:amd64 3.1.2-2.1ubuntu1.1
2022-11-07 12:28:01 status unpacked rsync:amd64 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:01 status unpacked rsync:amd64 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:01 startup packages configure
2022-11-07 12:28:01 configure rsync:amd64 3.1.2-2.1ubuntu1.5 <none>
2022-11-07 12:28:01 status unpacked rsync:amd64 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:01 status unpacked rsync:amd64 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:01 status unpacked rsync:amd64 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:01 status half-configured rsync:amd64 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:01 status installed rsync:amd64 3.1.2-2.1ubuntu1.5
2022-11-07 12:28:01 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:28:01 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:02 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:02 trigproc ureadahead:amd64 0.100.0-21 <none>
2022-11-07 12:28:02 status half-configured ureadahead:amd64 0.100.0-21
2022-11-07 12:28:02 status installed ureadahead:amd64 0.100.0-21
2022-11-07 12:28:02 trigproc systemd:amd64 237-3ubuntu10.45 <none>
2022-11-07 12:28:02 status half-configured systemd:amd64 237-3ubuntu10.45
2022-11-07 12:28:03 status installed systemd:amd64 237-3ubuntu10.45
2022-11-07 12:28:06 startup archives unpack
2022-11-07 12:28:06 upgrade rsyslog:amd64 8.32.0-1ubuntu4 8.32.0-1ubuntu4.2
2022-11-07 12:28:06 status half-configured rsyslog:amd64 8.32.0-1ubuntu4
2022-11-07 12:28:06 status unpacked rsyslog:amd64 8.32.0-1ubuntu4
2022-11-07 12:28:07 status half-installed rsyslog:amd64 8.32.0-1ubuntu4
2022-11-07 12:28:07 status triggers-pending systemd:amd64 237-3ubuntu10.45
2022-11-07 12:28:07 status triggers-pending ureadahead:amd64 0.100.0-21
2022-11-07 12:28:07 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:07 status half-installed rsyslog:amd64 8.32.0-1ubuntu4
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 startup packages configure
2022-11-07 12:28:07 configure rsyslog:amd64 8.32.0-1ubuntu4.2 <none>
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status unpacked rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:07 status half-configured rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:08 status installed rsyslog:amd64 8.32.0-1ubuntu4.2
2022-11-07 12:28:08 trigproc systemd:amd64 237-3ubuntu10.45 <none>
2022-11-07 12:28:08 status half-configured systemd:amd64 237-3ubuntu10.45
2022-11-07 12:28:08 status installed systemd:amd64 237-3ubuntu10.45
2022-11-07 12:28:08 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:28:08 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:09 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:09 trigproc ureadahead:amd64 0.100.0-21 <none>
2022-11-07 12:28:09 status half-configured ureadahead:amd64 0.100.0-21
2022-11-07 12:28:09 status installed ureadahead:amd64 0.100.0-21
2022-11-07 12:28:13 startup archives unpack
2022-11-07 12:28:13 upgrade snapd:amd64 2.48.3+18.04 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:13 status half-configured snapd:amd64 2.48.3+18.04
2022-11-07 12:28:13 status unpacked snapd:amd64 2.48.3+18.04
2022-11-07 12:28:13 status half-installed snapd:amd64 2.48.3+18.04
2022-11-07 12:28:16 status triggers-pending gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:28:16 status triggers-pending desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:28:16 status triggers-pending mime-support:all 3.60ubuntu1
2022-11-07 12:28:16 status triggers-pending dbus:amd64 1.12.2-1ubuntu1.2
2022-11-07 12:28:16 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:16 status half-installed snapd:amd64 2.48.3+18.04
2022-11-07 12:28:17 status unpacked snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:17 status unpacked snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:17 startup packages configure
2022-11-07 12:28:17 configure snapd:amd64 2.54.3+18.04.2ubuntu0.2 <none>
2022-11-07 12:28:17 status unpacked snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:17 status unpacked snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:17 status unpacked snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:17 status unpacked snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:17 status unpacked snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:17 status half-configured snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:20 status installed snapd:amd64 2.54.3+18.04.2ubuntu0.2
2022-11-07 12:28:20 trigproc gnome-menus:amd64 3.13.3-11ubuntu1.1 <none>
2022-11-07 12:28:20 status half-configured gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:28:20 status installed gnome-menus:amd64 3.13.3-11ubuntu1.1
2022-11-07 12:28:20 trigproc dbus:amd64 1.12.2-1ubuntu1.2 <none>
2022-11-07 12:28:20 status half-configured dbus:amd64 1.12.2-1ubuntu1.2
2022-11-07 12:28:20 status installed dbus:amd64 1.12.2-1ubuntu1.2
2022-11-07 12:28:20 trigproc mime-support:all 3.60ubuntu1 <none>
2022-11-07 12:28:20 status half-configured mime-support:all 3.60ubuntu1
2022-11-07 12:28:20 status installed mime-support:all 3.60ubuntu1
2022-11-07 12:28:20 trigproc desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2 <none>
2022-11-07 12:28:20 status half-configured desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:28:20 status installed desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2022-11-07 12:28:20 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:28:20 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:20 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:25 startup archives unpack
2022-11-07 12:28:25 upgrade squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.1 1:4.3-6ubuntu0.18.04.4
2022-11-07 12:28:25 status half-configured squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.1
2022-11-07 12:28:25 status unpacked squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.1
2022-11-07 12:28:25 status half-installed squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.1
2022-11-07 12:28:25 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:25 status half-installed squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.1
2022-11-07 12:28:25 status unpacked squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.4
2022-11-07 12:28:25 status unpacked squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.4
2022-11-07 12:28:25 startup packages configure
2022-11-07 12:28:25 configure squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.4 <none>
2022-11-07 12:28:25 status unpacked squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.4
2022-11-07 12:28:25 status half-configured squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.4
2022-11-07 12:28:25 status installed squashfs-tools:amd64 1:4.3-6ubuntu0.18.04.4
2022-11-07 12:28:25 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:28:25 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:26 status installed man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:30 startup archives unpack
2022-11-07 12:28:30 upgrade systemd-sysv:amd64 237-3ubuntu10.45 237-3ubuntu10.56
2022-11-07 12:28:30 status half-configured systemd-sysv:amd64 237-3ubuntu10.45
2022-11-07 12:28:30 status unpacked systemd-sysv:amd64 237-3ubuntu10.45
2022-11-07 12:28:30 status half-installed systemd-sysv:amd64 237-3ubuntu10.45
2022-11-07 12:28:30 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2022-11-07 12:28:30 status half-installed systemd-sysv:amd64 237-3ubuntu10.45
2022-11-07 12:28:30 status unpacked systemd-sysv:amd64 237-3ubuntu10.56
2022-11-07 12:28:30 status unpacked systemd-sysv:amd64 237-3ubuntu10.56
2022-11-07 12:28:30 startup packages configure
2022-11-07 12:28:30 configure systemd-sysv:amd64 237-3ubuntu10.56 <none>
2022-11-07 12:28:30 status unpacked systemd-sysv:amd64 237-3ubuntu10.56
2022-11-07 12:28:30 status half-configured systemd-sysv:amd64 237-3ubuntu10.56
2022-11-07 12:28:30 status installed systemd-sysv:amd64 237-3ubuntu10.56
2022-11-07 12:28:30 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2022-11-07 12:28:30 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
